filename	result
23019330.O20.txt	בהתחשב בגילו הצעיר, בהעדר עבר פלילי, בלקיחת האחריות ובכלל נסיבות העניין, החלטנו על הקלה מסויימת בעונש; עונש המאסר יעמוד על 3 שנים, חלף 3 וחצי שנות מאסר שנקבעו בגזר הדין בבית המשפט המחוזי, שאר רכיבי גזר הדין יעמדו על כנם. ש ו פ ט ש ו פ ט ת ש ו פ ט _________________________ 23019330_O20.docx רא מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il
22032000.P08.txt	"מאחר שחשד ממשי הוא כשלעצמו רף שדי בו להגשת כתב אישום בעבירה של חזקה פלילית, הרי שההחלטה לסגור את התיק מעידה בהכרח על היעדר כל חשד. המשיבה טוענת מנגד כי דין העתירה להידחות על הסף לאור ההלכה המושרשת לפיה בית המשפט ייטה שלא להתערב בשיקול דעתן של רשויות החקירה והתביעה, ובכלל זה בשאלת העילה שבשלה ייסגר תיק. גם לגופו של עניין טוענת המשיבה כי דין העתירה להידחות. לבסוף טוענת המשיבה כי לאור טענותיה לעיל, ההחלטה על דחיית הערר היא החלטה סבירה ומנומקת הכוללת התייחסות מלאה ומקיפה לכלל טענותיו של העותר, וכי משום כך דין העתירה להידחות. עוד מוצע בהנחיה (בסעיף 14 בה) להשתמש במבחן הראיה המנהלית כאשר ישנו קושי בכימות ברור ומוגדר של הראיות, עוצמתן ואופן עיבודן הצפוי במהלך המשפט. למעלה מן הצורך באותו עניין, היא התייחסה לאופן שבו יש לסווג את עילות הסגירה, וזאת בשים לב לכך שחשוד שהוחלט לסגור את תיק החקירה בעניינו נהנה מחזקת החפות: ""דעתי היא כי כאשר עסקינן במי שלא נמצאו די ראיות להגשת כתב אישום בעניינם – מן הראוי להגמיש את המבחן לסגירת תיק חקירה בהיעדר אשמה, תוך שינוי הדרישה הראייתית שביסוד עילה זו. כפי שיובהר להלן, אני סבורה כי דין טענתו של העותר בהקשר זה – להידחות. אני סבורה כי התשובה לשאלות אלה הינה חיובית. לכן הוחלט כי עילת הסגירה תהיה עילה של חוסר ראיות. סוף דבר, דין העתירה להידחות. ש ו פ ט הוחלט כאמור בפסק דינה של השופטת ר' רונן. ש ו פ ט ת ש ו פ ט ש ו פ ט ת _________________________ 22032000_P08.docx סג מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il"
22010740.X06.txt	"לאחר עיון בגזר דינו של בית המשפט המחוזי, ולאחר בחינת טענות הצדדים בדיון שהתקיים לפנינו, באנו לכלל מסקנה כי דין הערעור להידחות. כידוע, מידת ההתערבות של ערכאת הערעור בגזר דין היא מצומצמת, ושמורה למקרים חריגים בלבד, שבהם גזר הדין מגלה סטייה ניכרת ממדיניות הענישה הנוהגת או כאשר נפלה טעות מהותית בגזר הדין (ראו: ע""פ 2421/21 ברמי נ' מדינת ישראל, פסקה 9 (7.7.2022); ע""פ 2090/22 מדינת ישראל נ' פלוני, פסקה 9 (29.5.2022); ע""פ 5262/21 אבו סבילה נ' מדינת ישראל, פסקה 9 (16.5.2022)). בהקשר זה נקבע כי ""אין להשליך מהסדר טיעון בעניינו של נאשם אחד על רף הענישה של נאשם אחר, משהסדר הטיעון מתחשב בשיקולים מגוונים ושונים ובכללם שיקולים במישור הראייתי"" (וראו: ע""פ 1222/22 מדינת ישראל נ' נאצר, פסקה 13 (23.6.2022); ע""פ 5779/14 אלגזי נ' מדינת ישראל, פסקה 3 (5.2.2015); ע""פ 6210/13 גונן נ' מדינת ישראל, פסקה 8 (14.11.2013)). המערער 2 יתייצב לריצוי עונש המאסר בפועל שהוטל עליו ביום 14.8.2022 בשעה 09:00 בבית המעצר קישון, או על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון. ש ו פ ט הוחלט כאמור בפסק דינה של השופטת ג' כנפי-שטייניץ"
23015880.E02.txt	עמדת המשיבים 3-2 (להלן: המשיבים), היא כי דינה של העתירה להידחות בהיעדר עילה להתערבות שיפוטית בצו השני, הואיל וזה הוצא מטעמי ביטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מהעותר לביטחון האזור ולשלום הציבור. אשר על כן, העתירה נדחית. ש ו פ ט ש ו פ ט ש ו פ ט _________________________ 23015880_E02.docx סח מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il
23060140.E03.txt	עמדת המשיבים 1 ו-3 (להלן: המשיבים), היא כי דינה של העתירה להידחות בהיעדר עילה להתערבות שיפוטית בצו השני, הואיל וזה הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מהעותר לביטחון האזור ולשלום הציבור. סוף דבר: לא ראינו מקום להתערב בהחלטת המפקד הצבאי לגבי הצו הנוכחי ואף לא מצאנו כי נפל פגם בהכרעות בתי המשפט הצבאיים בעניינו של העותר, נוכח המסוכנות הנשקפת מהעותר לשלום הציבור ובטחונו. אשר על כן, העתירה נדחית. ש ו פ ט ש ו פ ט ש ו פ ט _________________________ 23060140_E03.docx עכב מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il
23021700.P05.txt	המשיבה טענה מנגד כי דין העתירה להידחות על הסף מאחר שהיא אינה מגלה עילה להתערבות בהחלטות בית הדין הרבני בנוגע לסמכותו העניינית, וכי טענות העותר הן טענות במישור העובדתי בהן בית משפט זה אינו נוטה להתערב. יחד עם זאת הוא הוסיף כי ההחלטות אינן חורגות מהוראות החוק והפסיקה ולכן על העתירה להידחות על הסף ולגופה. דין העתירה להידחות על הסף. סוף דבר: העתירה נדחית. העותר יישא בהוצאות המשיבה ובהוצאות היועץ המשפטי לשיפוט הרבני בסך של 2,000 ₪ לכל אחד. ש ו פ ט ש ו פ ט ש ו פ ט ת _________________________ 23021700_P05.docx יכ מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il
21079460.E05.txt	בתגובתם המקדמית של המשיבים לעתירה, נטען כי דינה להידחות על הסף, בהיותה מוקדמת. עוד טענו המשיבים, כי דין העתירה להידחות על הסף גם לנוכח חוסר ניקיון כפיים מצד העותר, שלא ציין בעתירתו כמו גם בבקשתו לריצוי המשך מאסרו באוקראינה, כי תלוי ועומד נגדו אישום פלילי בגין עבירת איומים כלפי קצין מודיעין בשירות בתי הסוהר, שביצע על פי הנטען ביום 10.2.2019. דין העתירה להידחות על הסף בהיותה מוקדמת. סוף דבר, שהעתירה נדחית. העותר יישא בהוצאות המשיבים בסך 1,000 ₪. ש ו פ ט ש ו פ ט ש ו פ ט _________________________ 21079460_E05.docx עכב מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il
22014200.Y03.txt	"ביום 27.1.2016 הוחלט שלא להעמיד את המתלונן לדין ותיק החקירה נגדו נסגר בעילה של ""חוסר ראיות"" בהתאם להוראת סעיף 62(ב) לחוק סדר הדין הפלילי [נוסח משולב], התשמ""ב-1982 (להלן: החסד""פ). לאחר פנייתך הקודמת וההחלטה על דחיית בקשתך לשינוי עילת הסגירה, מכיוון והגשת ערר נוסף, הוחלט לפתוח את []תיק החקירה מחדש. ביום 7.2.2022 הודיעה מ""מ הנציב לב""כ העותרת כי לאחר דיון אצל היועץ המשפטי לממשלה, אשר תמך בעמדת המשנה ליועמ""ש בדבר סמכות ביקורת הנציבות במקרים מסוג זה, הוחלט לחדש את בירור התלונה, והעותרת התבקשה להגיש התייחסותה לתלונה עד ליום 21.2.2022. לאחר שעיינתי בעתירה, בתגובה המקדמית שהגיש הנציב ובעמדת העותרת לגביה, סברתי כי דין העתירה להידחות על הסף מחמת היותה עתירה מוקדמת. זאת מן הטעם שלא מתקיים הבסיס הנדרש לקיום ביקורת שיפוטית על ההחלטה, ואף ייתכן שלאחר שתינתן החלטתה הסופית של הרשות המוסמכת, הדיון בסוגיה יתייתר, ולמצער יביא הדבר לחידוד המחלוקת בין הצדדים וכפועל יוצא לקיום דיון בצורה יעילה יותר (ראו: בג""ץ 3911/21 ק.ל.ע. אי-לכך, דינה של העתירה להידחות על הסף מחמת היותה מוקדמת. ש ו פ ט ש ו פ ט ת ש ו פ ט _________________________ 22014200_Y03.docx שש מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il"
21010890.J04.txt	"כפי שיפורט להלן, אני סבור כי דין הערעור להתקבל. האזנה לסוד שיחו של אדם, מבלי שידע על כך, פוגעת קשות בהגנה על המרחב הפרטי שלו, באוטונומיה שלו להחליט לחשוף על דעת עצמו פרטים על אודותיו עם אחרים, בצנעת הפרט ואף בצדדים שלישיים, ששיחותיהם נקלטות ללא ידיעתם וללא הסכמתם (בש""פ 7064/08 מדינת ישראל נ' ברקו, פ""ד סג(2) 453, 484 (2009); בג""ץ 5207/04 אפל נ' היועץ המשפטי לממשלה, פסקה 7 (20.5.2010); בש""פ 2043/05 מדינת ישראל נ' זאבי, פסקה 17 (15.9.2005) (להלן: עניין זאבי); לעניין זכותו של נחקר לפרטיות, ראו גם בדנ""פ 1062/21 אוריך נ' מדינת ישראל, פסקה 36 לחוות דעתי (11.1.2022)). כך עולה אף מדברי ההסבר להצעת החוק, בעקבותיה תוקן הסעיף: ""מוצע לצמצם את האפשרות לעשות שימוש בהאזנות סתר בחקירות פליליות של עבירות פשע בלבד. בדברי ההסבר להצעת החוק נאמר כך: ""למען הסר ספק מוצע להבהיר שדברים שנקלטו בדרך של האזנת סתר כדין יהיו קבילים כראיה בהליך פלילי להוכחת כל עבירה, ולא רק להוכחת פשע"" (שם, בעמ' 550). גם לסוגיה זו השלכות רוחב, ואציין כבר כאן כי לטעמי ראוי שהנושא יוסדר באופן ממצה בחקיקה. אני סבור אפוא כי גישתי יוצרת איזון ראוי ומידתי בין האינטרסים השונים שהוצגו – מחד גיסא, היא נותנת מענה לחשש מפני ניצול לרעה של הכוח הרב המסור בידי רשויות החקירה, ובכללו החשש כי הוראת סעיף 6 ומגבלותיו – ובהן מתן הצו בעבירות פשע בלבד – יהפכו ל""פלסתר"" ותו לא, וכך האזנות הסתר תשמשנה לצורך הוכחת עבירות קלות שונות; מאידך גיסא, אין בגישה זו כדי להטיל על הרשויות חובות שזכרן לא בא בחוק הקיים, ואשר מהוות ""תקיעת מקלות"" בגלגלי החקירה. אכן, הרשות החוקרת כפופה לתנאי הצו, על פי נוסחו, וכאשר ביצוע האזנת הסתר כדין מעלה צורך בתמלול שיחות הנוגעות לחשדות אחרים ביחס לאותו חשוד מואזן – שאינם קשורים לחשדות בגינם התקבל הצו, או באופן שעומד בסתירה להגבלות שנקבעו בצו – מן הראוי כי תשוב ותפנה לבית המשפט בבקשה להסרת המגבלות. בבואנו לבחון אם מדובר בחריגה מהותית מהעבירות שבגינן ניתן הצו המתיר אם לאו, נראה כי מן הראוי לתת את הדעת למידת ""הקירבה"" בין העבירות השונות, התכליות שביסודן, הנסיבות האופפות את ביצוען, ומידת החומרה הגלומה בהן; ואין מדובר ברשימה ממצה של שיקולים. ש ו פ ט ת הוחלט כאמור בפסק דינו של השופט י' אלרון. ש ו פ ט ת ש ו פ ט ש ו פ ט _________________________ 21010890_J04.docx עע מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il"
23041680.E02.txt	ביום 7.2.2023 הוארך מעצרו המנהלי של העותר לתקופה של כשישה חודשים נוספים, החל מיום 8.2.2023 ועד ליום 7.8.2023 (להלן: הצו השני). עמדת המשיבים 3-2 (להלן: המשיבים) היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו השני המתוקן, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מן העותר לביטחון האזור ולשלום הציבור. אשר על כן, העתירה נדחית. ש ו פ ט ש ו פ ט ת ש ו פ ט _________________________ 23041680_E02.docx סח מרכז מידע, טל' 077-2703333, 3852* ; אתר אינטרנט, https://supreme.court.gov.il
