filename	result
23019330.O20.txt	" פסק-דין בתיק ע""פ 1933/23 בבית המשפט העליון בשבתו כבית משפט לערעורים פליליים ע""פ 1933/23 לפני: כבוד השופט נ' סולברג כבוד השופטת ד' ברק-ארז כבוד השופט ע' גרוסקופף המערער: תאמר זועבי נ ג ד המשיבה: מדינת ישראל ערעור על הכרעת הדין וגזר הדין של בית המשפט המחוזי בנצרת, מיום 20.7.2022, ומיום 2.2.2023, בת""פ 39344-03-20, שניתנו על-ידי כבוד השופט ח' סבאג תאריך הישיבה: ז' בכסלו התשפ""ד (20.11.2023) בשם המערער: עו""ד איתן און; עו""ד משה סוחמי בשם המשיבה: עו""ד עילית מידן בשם שירות המבחן: עו""ס סיוון קוריס פסק-דין המערער החל בתהליך של קבלת אחריות, כעולה מדבריו לקצינת המבחן בתסקיר עדכני"
22032000.P08.txt	"המשיבה טוענת מנגד כי דין העתירה להידחות על הסף לאור ההלכה המושרשת לפיה בית המשפט ייטה שלא להתערב בשיקול דעתן של רשויות החקירה והתביעה, ובכלל זה בשאלת העילה שבשלה ייסגר תיק. גם לגופו של עניין טוענת המשיבה כי דין העתירה להידחות. לבסוף טוענת המשיבה כי לאור טענותיה לעיל, ההחלטה על דחיית הערר היא החלטה סבירה ומנומקת הכוללת התייחסות מלאה ומקיפה לכלל טענותיו של העותר, וכי משום כך דין העתירה להידחות. לעניין פירושו של היגד זה קבעה הפסיקה ש'הסתברות סבירה להרשעה' אין פירושה רק הסתברות סבירה כי על פי חומר הראיות אכן ביצע הנאשם את העבירה המיוחסת לו, אלא הסתברות סבירה שבית המשפט יפסוק שאין כל ספק סביר שהנאשם אשם בביצוע העבירה (בג""ץ 2534/97 יהב נ' פרקליטות המדינה, פ""ד נא(3) 1, 30-29 (1997). באופן דומה נקבע בהנחיית פרקליט המדינה, בסעיף 3: ""תנאי סף להעמדתו לדין פלילי של חשוד הנו הערכה מסתברת של התובע על בסיס חומר הראיות הגולמי שנאסף בחקירה, כי קיים 'סיכוי סביר' שעיבודן של הראיות ב'כור ההיתוך' של המשפט – בחקירות ובקביעת אמינות, ולאחר שמיעת גרסת ההגנה – יבסס את אשמת הנאשם מעבר לכל ספק סביר"". כך עולה בין היתר מקביעתו של בית המשפט (השופט י' זמיר) בבג""ץ 4539/92 קבלרו נ' היועץ המשפטי לממשלה, פ""ד נ(3) 50, 54 (1996) (להלן: עניין קבלרו)): ""כדי לרשום שהתיק נסגר מחוסר ראיות, צריך שעדיין יהיו בתיק ראיות (העומדות במבחן הראיה המנהלית) שיש בהן כדי להשאיר ספק סביר בחפותו של החשוד"". למעלה מן הצורך באותו עניין, היא התייחסה לאופן שבו יש לסווג את עילות הסגירה, וזאת בשים לב לכך שחשוד שהוחלט לסגור את תיק החקירה בעניינו נהנה מחזקת החפות: ""דעתי היא כי כאשר עסקינן במי שלא נמצאו די ראיות להגשת כתב אישום בעניינם – מן הראוי להגמיש את המבחן לסגירת תיק חקירה בהיעדר אשמה, תוך שינוי הדרישה הראייתית שביסוד עילה זו. כפי שיובהר להלן, אני סבורה כי דין טענתו של העותר בהקשר זה – להידחות. לכן הוחלט כי עילת הסגירה תהיה עילה של חוסר ראיות. סוף דבר, דין העתירה להידחות. ש ו פ ט הוחלט כאמור בפסק דינה של השופטת ר' רונן"
22010740.X06.txt	"קוסאי אדריס נ ג ד המשיבה: מדינת ישראל ערעור על גזר דינו של בית המשפט המחוזי בחיפה בת""פ 060438-08-19 שניתן ביום 30.12.2021 על ידי כבוד השופט א' פורת תאריך הישיבה: כ""ב בסיון התשפ""ב (21.6.2022) בשם המערערים: עו""ד נטע לב בשם המשיבה: עו""ד יוסף קנפו בשם שירות המבחן: עו""ס ברכה וייס פסק-דין השופטת ג' כנפי-שטייניץ: לפנינו ערעור על גזר דינו של בית המשפט המחוזי בחיפה (השופט א' פורת) מיום 30.12.2021 בת""פ 60438-08-19, בגדרו הושת על המערער 1 עונש של 45 חודשי מאסר בפועל, בניכוי ימי מעצרו, לצד ענישה נלווית. לאחר עיון בגזר דינו של בית המשפט המחוזי, ולאחר בחינת טענות הצדדים בדיון שהתקיים לפנינו, באנו לכלל מסקנה כי דין הערעור להידחות. כידוע, מידת ההתערבות של ערכאת הערעור בגזר דין היא מצומצמת, ושמורה למקרים חריגים בלבד, שבהם גזר הדין מגלה סטייה ניכרת ממדיניות הענישה הנוהגת או כאשר נפלה טעות מהותית בגזר הדין (ראו: ע""פ 2421/21 ברמי נ' מדינת ישראל, פסקה 9 (7.7.2022); ע""פ 2090/22 מדינת ישראל נ' פלוני, פסקה 9 (29.5.2022); ע""פ 5262/21 אבו סבילה נ' מדינת ישראל, פסקה 9 (16.5.2022)). בהקשר זה נקבע כי ""אין להשליך מהסדר טיעון בעניינו של נאשם אחד על רף הענישה של נאשם אחר, משהסדר הטיעון מתחשב בשיקולים מגוונים ושונים ובכללם שיקולים במישור הראייתי"" (וראו: ע""פ 1222/22 מדינת ישראל נ' נאצר, פסקה 13 (23.6.2022); ע""פ 5779/14 אלגזי נ' מדינת ישראל, פסקה 3 (5.2.2015); ע""פ 6210/13 גונן נ' מדינת ישראל, פסקה 8 (14.11.2013)). המערער 2 יתייצב לריצוי עונש המאסר בפועל שהוטל עליו ביום 14.8.2022 בשעה 09:00 בבית המעצר קישון, או על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון. ש ו פ ט הוחלט כאמור בפסק דינה של השופטת ג' כנפי-שטייניץ"
23015880.E02.txt	עמדת המשיבים 3-2 (להלן: המשיבים), היא כי דינה של העתירה להידחות בהיעדר עילה להתערבות שיפוטית בצו השני, הואיל וזה הוצא מטעמי ביטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מהעותר לביטחון האזור ולשלום הציבור. אשר על כן, העתירה נדחית
23060140.E03.txt	ביום 13.12.2022 אישר בית המשפט הצבאי את הצו הראשון למלוא התקופה הנקובה בו; וביום 26.2.2023 הורה בית המשפט הצבאי לערעורים על מחיקת ערעורו של העותר לאחר שהאחרון לא התייצב לדיון. עמדת המשיבים 1 ו-3 (להלן: המשיבים), היא כי דינה של העתירה להידחות בהיעדר עילה להתערבות שיפוטית בצו השני, הואיל וזה הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מהעותר לביטחון האזור ולשלום הציבור. אשר על כן, העתירה נדחית
23021700.P05.txt	"פלונית עתירה למתן צו על תנאי בעניין פסק דינו של בית הדין הרבני הגדול בתיק 1380761/2 מיום 21.2.2023 בשם העותר: עו""ד צמח גרין בשם היועץ המשפטי לשיפוט רבני: עו""ד הרב שמעון יעקבי בשם המשיבה 3: עו""ד שי זילברברג; עו""ד דינה רייטשיק פסק-דין השופטת ר' רונן: לפנינו עתירה המכוונת נגד פסק דינו של בית הדין הרבני הגדול מיום 21.2.2023 בו נדחה ערעור שהגיש העותר על החלטת בית הדין הרבני האזורי בתל-אביב מיום 28.6.2022, לפיה יש לבית הדין הרבני האזורי סמכות לדון בתביעת המשיבה 3 לגירושין כנגד העותר. בית הדין הרבני הגדול קבע כי העובדה שהמשיבה עזבה את ביתה בשנת 2018, כאשר הפירוד המעשי בין הצדדים הוא מוחלט, פנתה לבית הדין במנצ'סטר ולערכאות האזרחיות באנגליה כדי להיפרד מהבעל ועדיין לא קבלה גט - מעידה על עגינותה. המשיבה טענה מנגד כי דין העתירה להידחות על הסף מאחר שהיא אינה מגלה עילה להתערבות בהחלטות בית הדין הרבני בנוגע לסמכותו העניינית, וכי טענות העותר הן טענות במישור העובדתי בהן בית משפט זה אינו נוטה להתערב. כחלק מהליכים אלה, ובניגוד לטענות העותר, הוא הוזמן לבית הדין ואף התייצב בו מספר פעמים. יחד עם זאת הוא הוסיף כי ההחלטות אינן חורגות מהוראות החוק והפסיקה ולכן על העתירה להידחות על הסף ולגופה. דין העתירה להידחות על הסף. התערבות בהחלטות אלה שמורה למקרים חריגים בלבד, כדוגמת חריגה מסמכות, סטייה מהוראות החוק, פגיעה בעקרונות הצדק הטבעי או כאשר נדרש סעד מן הצדק (ראו מני רבים: בג""ץ 2642/08 פלונית נ' בית הדין הרבני גדול לערעורים בירושלים, פסקה 9 (8.4.2008); בג""ץ 8244/19 פלוני נ' בית הדין הרבני הגדול, פסקה 5 (נבו 26.12.2019); בג""ץ 1154/22 פלונית נ' בית הדין הרבני הגדול, פסקה 15 (14.3.2022)). (א) בלי לגרוע מסמכויות השיפוט לפי סעיף 1 וסעיף 4א, לבית דין רבני יהיה שיפוט ייחודי בתביעת גט לפי דין תורה שהגישה אישה יהודייה נגד אישה היהודי, אף אם לא מתקיימות לגביהם הזיקות המנויות בסעיף 4א(א), ובלבד שהנישואין נערכו על פי דין תורה והאישה לא קיבלה גט מנישואין אלה בבית דין מחוץ לישראל ומתקיים אחד מאלה: (1) במקום מושבו של הנתבע או במקום מושבה של התובעת אין בית דין שניתן לערוך לפני גט לפי דין תורה מחוץ לישראל [...]; (2) האישה הגישה בקשה לעריכת גט לפי דין תורה לבית דין מחוץ לישראל והאיש לא התייצב לפני בית הדין במשך ארבעה חודשים מיום שזומן על ידי בית הדין כאמור; (3) בית דין מחוץ לישראל קבע שהאיש ייתן גט לאשתו, ואולם על אף מאמץ סביר לאכוף את החלטת בית הדין באמצעים המשפטיים והדתיים הקיימים באותה מדינה, הגט לא ניתן במשך שישה חודשים מיום שקבע בית הדין כאמור. דברי ההסבר לתיקון מספר 5 אף נוקטים בלשון רחבה יותר ומבהירים כי החוק נועד לחול ""במקרים שבהם הנישואין נערכו לפי דין תורה והאישה לא קיבלה גט מנישואין אלה בבית דין מחוץ לישראל"". לשם כך נוספו התנאים הקבועים בסעיפים קטנים (ב)-(ג) לפיהם בית הדין בישראל ירכוש סמכות רק אם התביעה הומצאה כדין לנתבע בישראל; וכאשר האישה אכן הקדימה וניסתה למצות את הליכי הגירושין הדתיים והאזרחיים במדינת החוץ ובית הדין הרבני סבור כי בנסיבות יש צורך בהגשת התביעה בישראל. כדי לקיים דרישה זו, אין הכרח לקבוע מבחן צורני פורמאלי להחלטה. סוף דבר: העתירה נדחית"
21079460.E05.txt	ביום 27.7.2015 התקבל מענה המחלקה לעניינים בינלאומיים, ובו נכתב כי השרים החליטו על דחיית בקשת העותר, לנוכח חומרת העבירות בהן הורשע, מסוכנותו, תקופת המאסר שריצה עד אותו מועד, זיקתו למדינת ישראל והמשך פעילות פלילית מצדו במהלך מאסרו (החלטת השר לביטחון פנים התקבלה ביום 7.8.2013, והחלטת שרת המשפטים התקבלה ביום 13.7.2015). בתגובתם המקדמית של המשיבים לעתירה, נטען כי דינה להידחות על הסף, בהיותה מוקדמת. המשיבים הדגישו, כי העתירה הוגשה חודשיים וחצי בלבד אחרי שהעותר העביר לידי המחלקה לעניינים בינלאומיים את המסמכים הרלוונטיים. עוד טענו המשיבים, כי דין העתירה להידחות על הסף גם לנוכח חוסר ניקיון כפיים מצד העותר, שלא ציין בעתירתו כמו גם בבקשתו לריצוי המשך מאסרו באוקראינה, כי תלוי ועומד נגדו אישום פלילי בגין עבירת איומים כלפי קצין מודיעין בשירות בתי הסוהר, שביצע על פי הנטען ביום 10.2.2019. דין העתירה להידחות על הסף בהיותה מוקדמת. סוף דבר, שהעתירה נדחית
22014200.Y03.txt	"ביום 27.1.2016 הוחלט שלא להעמיד את המתלונן לדין ותיק החקירה נגדו נסגר בעילה של ""חוסר ראיות"" בהתאם להוראת סעיף 62(ב) לחוק סדר הדין הפלילי [נוסח משולב], התשמ""ב-1982 (להלן: החסד""פ). כן ביקש הנציב כי הנמענים יתייחסו לשאלה האם לגורם משטרתי המקבל החלטה בדבר גניזה וסגירה של תלונות ותיקי חקירה נדרשת הסמכת מפכ""ל לשמש כתובע כמשמעותו בסעיף 12(א) לחסד""פ. לאחר פנייתך הקודמת וההחלטה על דחיית בקשתך לשינוי עילת הסגירה, מכיוון והגשת ערר נוסף, הוחלט לפתוח את []תיק החקירה מחדש. ביום 7.2.2022 הודיעה מ""מ הנציב לב""כ העותרת כי לאחר דיון אצל היועץ המשפטי לממשלה, אשר תמך בעמדת המשנה ליועמ""ש בדבר סמכות ביקורת הנציבות במקרים מסוג זה, הוחלט לחדש את בירור התלונה, והעותרת התבקשה להגיש התייחסותה לתלונה עד ליום 21.2.2022. לאחר שעיינתי בעתירה, בתגובה המקדמית שהגיש הנציב ובעמדת העותרת לגביה, סברתי כי דין העתירה להידחות על הסף מחמת היותה עתירה מוקדמת. כידוע, בית משפט זה לא יידרש לעתירה המוגשת לפני שקיבלה הרשות המוסמכת החלטה סופית לגופו של עניין (ראו מיני רבים: בג""ץ 8145/19 ד""ר ברי נ' היועץ המשפטי לממשלה, פסקה 8 (2.1.2020); בג""ץ 9244/20 המועצה המקומית קדימה-צורן נ' שר הפנים, פסקה 8 (30.6.2021)). זאת מן הטעם שלא מתקיים הבסיס הנדרש לקיום ביקורת שיפוטית על ההחלטה, ואף ייתכן שלאחר שתינתן החלטתה הסופית של הרשות המוסמכת, הדיון בסוגיה יתייתר, ולמצער יביא הדבר לחידוד המחלוקת בין הצדדים וכפועל יוצא לקיום דיון בצורה יעילה יותר (ראו: בג""ץ 3911/21 ק.ל.ע. חרף האמור, לא כל טענה לפגם בסמכות מקימה, בהכרח את החריג האמור (השוו, למשל: בג""ץ 2352/18 קיבוץ רעים נ' רשות מקרקעי ישראל, פסקה 2 (29.10.2018); בג""ץ 4490/15 ד""ר וינברג נ' הרב נסים בן שמעון, ראב""ד (בדימוס), בית הדין הרבני האזורי תל אביב (4.8.2015)). אי-לכך, דינה של העתירה להידחות על הסף מחמת היותה מוקדמת"
21010890.J04.txt	"הבקשה למתן רשות ערעור הוגשה על פסק דינו של בית המשפט המחוזי בירושלים (השופטים ר' וינגורד, ש' ליבוביץ' ו-ת' בר-אשר) בע""פ 75519-12-19 מיום 3.1.2021, בגדרו התקבל ערעור המשיב על הכרעת דינו וגזר דינו של בית משפט השלום בירושלים (השופטת ג' סקפה שפירא) בת""פ 37134-10-17 מיום 3.7.2019 ומיום 20.11.2019, בהתאמה. כמו כן, נדחתה טענת המשיב כי הבקשה לביצוע האזנות סתר לא הוגשה בידי הגורם המוסמך לכך – מנהל המחלקה לחקירות שוטרים או סגנו, בהתאם לסעיף 6(א) לחוק האזנת סתר, התשל""ט–1979 (להלן: החוק) וסעיף 49יא(א) לפקודת המשטרה [נוסח חדש], התשל""א–1971, מאחר שנקבע כי החתימה על הבקשה והגשתה נעשו ""על דעתו ובאישורו"" של סגן מנהל המחלקה לחקירות שוטרים, לאחר ששקל את נחיצותה לצורך החקירה ואת כלל השיקולים הרלוונטיים. בשאלה זו, הפנה בית המשפט להחלטה בדנ""פ 6143/10 סמהדאן נ' מדינת ישראל (28.10.2010) (להלן: דנ""פ סמהדאן), אשר דחתה בקשה לדיון נוסף על פסק הדין בע""פ 10532/09 סמהדאן נ' מדינת ישראל (5.8.2010) (להלן: ע""פ סמהדאן). בפרט, בית המשפט הפנה לאמירת המשנה לנשיאה דאז, א' ריבלין, בהחלטה בדנ""פ סמהדאן, כי ""ניתן היה, לכאורה, להסתפק בהוראת סעיף 13(ג1) לחוק האזנות סתר בכדי להשתמש בהאזנות סתר ותמלולן שהוקלטו מכוח צו שניתן לגבי עבירה פלונית, ואשר במהלך ההאזנה התגלה עבירה אלמונית, אם היא מסוג פשע – אף בלא צו נוסף"" (ההדגשה במקור – י' א'). כפי שיפורט להלן, אני סבור כי דין הערעור להתקבל. האזנה לסוד שיחו של אדם, מבלי שידע על כך, פוגעת קשות בהגנה על המרחב הפרטי שלו, באוטונומיה שלו להחליט לחשוף על דעת עצמו פרטים על אודותיו עם אחרים, בצנעת הפרט ואף בצדדים שלישיים, ששיחותיהם נקלטות ללא ידיעתם וללא הסכמתם (בש""פ 7064/08 מדינת ישראל נ' ברקו, פ""ד סג(2) 453, 484 (2009); בג""ץ 5207/04 אפל נ' היועץ המשפטי לממשלה, פסקה 7 (20.5.2010); בש""פ 2043/05 מדינת ישראל נ' זאבי, פסקה 17 (15.9.2005) (להלן: עניין זאבי); לעניין זכותו של נחקר לפרטיות, ראו גם בדנ""פ 1062/21 אוריך נ' מדינת ישראל, פסקה 36 לחוות דעתי (11.1.2022)). עם זאת, וכפי שארחיב, בשים לב לכך שזוהי הפרקטיקה המקובלת על ידי רשויות החקירה, אני סבור כי במקרים מסוימים, בהם קיימת סטייה מהותית מההגבלות המפורשות בצו, הנוגעות לתכלית ההאזנה, יהא על המערערת להביא טעם מדוע לא פנתה לבית משפט בבקשה להרחבת הצו. עוד, לא מצאתי כל פגם בכך שהמערערת לא פנתה בבקשה להסרת מגבלות בענייננו, לאור הטעם שניתן בהליך העיקרי – העבירה בה נחשד המשיב והעבירה שיוחסה לו בכתב האישום חולקות תכלית ציבורית משותפת – מאבק בשחיתות שלטונית, ובכלל זה הגנה על אמון הציבור בעובדי ציבור; שמירה על טוהר המידות; וכן שמירה על פעילותו התקינה של המינהל הציבורי (השוו ע""פ 3817/18 מדינת ישראל נ' חסן, פסקאות 10–13 לפסק דיני (3.12.2019); ע""פ 5735/18 גודובסקי נ' מדינת ישראל, פסקה 70 לפסק דיני (9.12.2019)). סעיף 6(א) המצוטט לעיל מורה באופן מפורש לנשיא בית המשפט המחוזי, או לסגן הנשיא שהוסמך על ידו (למען הנוחות יכונו להלן: הנשיא), כי לא יתיר האזנת סתר אלא לאחר ששקל את הפגיעה בפרטיות הכרוכה בכך. עם זאת, הזכות לפרטיות אינה מוחלטת. כפי שכבר נזכר לעיל, אין לשלול על הסף את האפשרות להרחבת הצו המתיר לצורך הגשת כתב אישום בעבירת עוון; עם זאת, בהחלט נודעת חשיבות מרכזית למידת חומרתה של העבירה שאותה מבקשים להוכיח באמצעות השיחות שנקלטו תוך כדי האזנת הסתר וחורגות מ-ד' אמות הצו המתיר. סופו של דבר, אני מצטרפת לעמדתו של חברי השופט י' אלרון, כמפורט בסעיף 35 לפסק דינו. ש ו פ ט ת הוחלט כאמור בפסק דינו של השופט י' אלרון"
23041680.E02.txt	ביום 5.3.2023 הודיעה התביעה הצבאית לבית המשפט הצבאי על התקלה שנפלה, אשר הובילה לכך שהצו השני הוצא עבור תאריכים לא נכונים, שכן הצו הראשון אמור היה לפקוע רק ביום 28.8.2023; צוין כי הצו השני תוקן כך שיחול החל מיום 28.2.2023 ועד ליום 27.8.2023 (להלן: הצו השני המתוקן); וכי בשל השינוי מתבקש שבית המשפט יבחן את הצו השני המתוקן בהקדם. עמדת המשיבים 3-2 (להלן: המשיבים) היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו השני המתוקן, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מן העותר לביטחון האזור ולשלום הציבור. אשר על כן, העתירה נדחית
